"","created_at","screen_name","text"
"1",2019-08-21 08:35:36,"BoyGoera","@patragumala @uusbiasaaja Thor = Gundala, Loki = ??"
"2",2019-08-21 08:35:29,"BanyuSadewa","@hambaskincare Iya, w kira tadi juga dapet yg gelasnya kolabs sama Gundala"
"3",2019-08-21 08:34:31,"ajoetradya","@patragumala @uusbiasaaja Bilang gundala coba ajak spiderman buat gabung, kasian doi lagi pangling.."
"4",2019-08-21 08:33:57,"GammaraF","Fan art-nya #Gundala di CGV FX Sudirman ini kok ya keren amat? <U+2764><U+FE0F> https://t.co/rTnE9dHPm0"
"5",2019-08-20 12:45:32,"GammaraF","@jokoanwar Om, Gundala nanti rating filmnya apa ya? Sekelas PG13?"
"6",2019-08-21 08:40:11,"badshphrd","Di kantor, nama dan muka gua udah dikaitkan dengan gundala... sulit sulit..."
"7",2019-08-21 08:33:51,"badshphrd","Di kantor, nama dan muka gua udah dikonotasikan dengan gundala... sulit sulit"
"8",2019-08-21 08:33:35,"availbe","Selamat ya kepada teman-teman yang menang kuis #PinkHoodieGundala. @ET_Febrian @SandiDavid1986 @eka_neh @tipaa @madsimad @hannamariyam @zefanyachristy @bungadevin @timoraaa @angga_dm. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 https://t.co/snEXizmxXs"
"9",2019-08-20 04:35:11,"availbe","THIS INDONESIAN SUPERHERO MOVIE “GUNDALA” LOOKS FUCKING AMAZING https://t.co/LUUnywUEX2"
"10",2019-08-20 07:16:28,"availbe","Teman-teman serbu tiket Gundala sekarang juga sebelum kehabisan yaaa!!! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/DKdQpzgIU2"
"11",2019-08-20 04:30:06,"availbe","Terimakasih teman-temanku yang udah beli tiket GUNDALA! Hanya 4 jam setelah diumumin, sebagian show udah hampir penuh! Yuk isi yang masih longgar! https://t.co/8oe17UlqhH"
"12",2019-08-20 12:48:59,"availbe","Makasih teman-teman di Summarecon Bekasi udah antri tiket GUNDALA. <U+0001F60D> https://t.co/O77TltciZC"
"13",2019-08-20 11:49:03,"availbe","Dapet kabar antrian tiket presale GUNDALA di Empire XXI Yogya. https://t.co/ljZGPqjfKD"
"14",2019-08-21 08:08:58,"ramjes","Pertemuan Gundala dengan Mlaar! Dalam komik Gundala Putra Petir: Perhitungan di Planet Covox. Karya Hasmi.

@tarabasro @jokoanwar @djaycoholyc https://t.co/xlyEhm5lGR"
"15",2019-08-21 08:33:16,"ramjes","@jokoanwar @TaraBasro @zaraJKT48 Gundala kalo naik motor, logonya jadi gini hehe hehe https://t.co/KoDWdtzcIE"
"16",2019-08-21 08:30:50,"ramjes","@CenayangFilm @WatchmenID gundala kalau naik motor, logonya jadi gini.. hehe hehe https://t.co/mMk4KP31Il"
"17",2019-08-21 08:17:32,"ramjes","Momen saat Gundala bertemu Aquanus di Planet Covox. @TaraBasro @jokoanwar @djaycoholyc https://t.co/vXIUn66Vd7"
"18",2019-08-21 08:32:13,"aprijunita","iki kalau ngajakin aku nnton marvel aku mwmw aja, terus skrg ngajakin nnton gundala. aku oke aja, pas kmren diajakin nnton bumi manusia dia malah kirim tweet review yg bilang ktnya film nya ngebosenin, ydah gak jadi :)"
"19",2019-08-21 08:32:03,"reginaldrasyid","@sumamadd @jokoanwar Jadi mang Batagor di tengah pertarungan sengit Gundala dan Pengkor"
"20",2019-08-21 08:31:18,"unusual_dhaniel","Terima kasih teman-teman yang udah beli tiket GUNDALA. Sebagian show di banyak kota udah rameeee.

Yang belum beli, segera beli yah. 

Nih buat yang udah beli, aku kasih hadiah wallpaper hi-res. 

https://t.co/QM10gSJfdD https://t.co/29CuyKc0ZI"
"21",2019-08-21 08:30:43,"chamommyle","ini presale gundala baru yg dolby atmos doang y"
"22",2019-08-21 03:42:33,"jokoanwar","Kenalin. Ini Teddy di Gundala. 
Remember his name. Karena... https://t.co/LWpHj6flXX"
"23",2019-08-21 08:29:45,"jokoanwar","Selamat ya kepada teman-teman yang menang kuis #PinkHoodieGundala. @ET_Febrian @SandiDavid1986 @eka_neh @tipaa @madsimad @hannamariyam @zefanyachristy @bungadevin @timoraaa @angga_dm. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 https://t.co/snEXizmxXs"
"24",2019-08-20 11:04:01,"jokoanwar","Terima kasih teman-teman yang udah beli tiket GUNDALA. Sebagian show di banyak kota udah rameeee.

Yang belum beli, segera beli yah. 

Nih buat yang udah beli, aku kasih hadiah wallpaper hi-res. 

https://t.co/QM10gSJfdD https://t.co/29CuyKc0ZI"
"25",2019-08-20 13:42:05,"jokoanwar","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"26",2019-08-20 11:48:06,"jokoanwar","Dapet kabar antrian tiket presale GUNDALA di Empire XXI Yogya. https://t.co/ljZGPqjfKD"
"27",2019-08-20 12:31:46,"jokoanwar","Makasih teman-teman di Summarecon Bekasi udah antri tiket GUNDALA. <U+0001F60D> https://t.co/O77TltciZC"
"28",2019-08-21 01:37:20,"jokoanwar","Film Gundala udah selesai lama. Tinggal tekan PLAY aja nih, teman-teman. 

Distribusi film ke seluruh pelosok Indonesia butuh waktu sekitar 7 hari. Jadi tiap film yang tayang di bioskop harus selesai sedikitnya 7 hari sebelum tanggal rilis."
"29",2019-08-20 04:23:26,"jokoanwar","Terimakasih teman-temanku yang udah beli tiket GUNDALA! Hanya 4 jam setelah diumumin, sebagian show udah hampir penuh! Yuk isi yang masih longgar! https://t.co/8oe17UlqhH"
"30",2019-08-20 06:45:58,"jokoanwar","Teman-teman serbu tiket Gundala sekarang juga sebelum kehabisan yaaa!!! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/DKdQpzgIU2"
"31",2019-08-21 08:29:21,"muloyoung","@bumilangitcom @nicsap Semoga Komik Versi 1969 di Remastered &amp; dirilis jg kayak gundala hasmi"
"32",2019-08-21 08:29:18,"aulaamalia3","Presale #Gundala juga sudah dimulai di CGV dan Gotix. Diem-diem aja dulu. Amankan tiket sendiri, baru retweet. https://t.co/mDznMwgV4e"
"33",2019-08-21 08:25:39,"chanelRamlan","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"34",2019-08-21 08:28:07,"chanelRamlan","@CenayangFilm @gotixindonesia Beli tiket pre order Gundala ga usah Antri.
Tau aja kalo aku Keder liat si pujaan hati."
"35",2019-08-21 08:27:49,"eka_neh","Selamat ya kepada teman-teman yang menang kuis #PinkHoodieGundala. @ET_Febrian @SandiDavid1986 @eka_neh @tipaa @madsimad @hannamariyam @zefanyachristy @bungadevin @timoraaa @angga_dm. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 https://t.co/snEXizmxXs"
"36",2019-08-21 08:27:18,"kevinhrmwn","Kenapa Spider Man keluar dari Marvel? karena mau bergabung dengan Gundala."
"37",2019-08-21 08:26:21,"zhafirahmr","@itsgitssy @askmenfess @risqayola Kan dibilangin susaahhh, ngajak2 gundala"
"38",2019-08-21 08:26:20,"ariefshally","Gundala Fan Art.
Kali aja dapet action figurnya (ngarep) atau paling nggak diretweet bang @jokoanwar deh, wkwkwkwk....
#Gundala https://t.co/Oc6tnbu6Gv"
"39",2019-08-21 08:24:46,"_muhammadhasib","Indonesia’s preeminent comic book superhero is adapted for the cinematic universe in Joko Anwar’s exhilarating GUNDALA, starring Abimana Aryasatya, Bront Palarae, Muzakki Ramdhan, and Tara Basro. #TIFF19 https://t.co/azWmA2Aq2J https://t.co/X6KuOFwQVO"
"40",2019-08-21 08:24:32,"_muhammadhasib","Patriot pertama #JagatSinenaBumilangit hadir 8 hari lagi! Woohoo! Kami sudah tidak sabar dan siaaap. Kalian sudah siap? <U+263A><U+FE0F> #negeriinibutuhpatriot #29agustus2019 #gundala #BCU https://t.co/FpGRatiSGt"
"41",2019-08-21 01:13:13,"_muhammadhasib","@rahmatcooper @azizimohdazri Makmum 6/10
Parasite 10/10
Gundala next week baru tengok ."
"42",2019-08-21 06:51:21,"EuisAkbana","Mau beli presale gundala, tapi gak adaaaaaa. Masak di bioskop yang dolby atmos doang yang ada presalenyaaa. Ndak adill weyy, di ptk ndak adee nihhhhhh<U+0001F62D><U+0001F62D><U+0001F62D>"
"43",2019-08-21 08:22:53,"EuisAkbana","@tix_id tolong min beri pencerahan sedikit, kenapa presale gundala hanya di jual di bioskop dengan xxi dolby atmos? Kenapa tidak di keseluruhan bioskop xxi???"
"44",2019-08-21 08:22:14,"semangkasegar","Gundala Putra Petir, Thor dan Atta Halilintar."
"45",2019-08-21 06:15:20,"semangkasegar","@SoundOfYogi @boeingr @aalvid yang kayak logo Gundala versi italic gitu. Kalau font yang dipake sekarang ya emang cocok buat business corporate abis. Ga sesuai sama icon muka. :))"
"46",2019-08-21 08:21:56,"Rintoariefn","Spiderman keluar dari mcu gapapa yang penting gundala di BCU haha 
#SaveSpiderman"
"47",2019-08-20 05:34:25,"knivesdiego","Bocoran scene dari Gundala yang 9 hari lagi akan tayang. Yuk segera dapatkan tiketnya mulai sekarang yaaa! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/SQ6vAlU4QT"
"48",2019-08-21 08:21:56,"knivesdiego","pink hoodie gundala ga dijual apa ya <U+2639>"
"49",2019-08-20 05:35:38,"knivesdiego","nonton gundala sendirian aja kali yaaa"
"50",2019-08-21 08:19:19,"RereaReista","@DawnDiamond Eeh itu kalo digabungin bs jadi judul artikel loh...gundala, siap2 suatu ketika bisa masuk hollywood <U+0001F923><U+0001F923><U+0001F923>"
"51",2019-08-21 08:16:56,"beauvalies","kemaren gue udah beli tiket gundala, hari ini mau beliin buat temen tapi udah penuh aja. yes people y'all better hype this film and the entire BCU movies!"
"52",2019-08-21 07:11:53,"ghiskaayunda__","Film Gundala udah selesai lama. Tinggal tekan PLAY aja nih, teman-teman. 

Distribusi film ke seluruh pelosok Indonesia butuh waktu sekitar 7 hari. Jadi tiap film yang tayang di bioskop harus selesai sedikitnya 7 hari sebelum tanggal rilis."
"53",2019-08-21 08:16:18,"ghiskaayunda__","Kenalin. Ini Teddy di Gundala. 
Remember his name. Karena... https://t.co/LWpHj6flXX"
"54",2019-08-20 12:16:15,"ghiskaayunda__","Dapet kabar antrian tiket presale GUNDALA di Empire XXI Yogya. https://t.co/ljZGPqjfKD"
"55",2019-08-20 05:21:02,"ghiskaayunda__","Setelah dikerjakan dua tahun, 9 hari lagi Gundala tayang, teman-teman! https://t.co/vxzj76M0Mv"
"56",2019-08-20 10:28:06,"ghiskaayunda__","Terimakasih teman-temanku yang udah beli tiket GUNDALA! Hanya 4 jam setelah diumumin, sebagian show udah hampir penuh! Yuk isi yang masih longgar! https://t.co/8oe17UlqhH"
"57",2019-08-20 05:21:44,"ghiskaayunda__","Tiket Gundala sudah bisa dibeli mulai hari Selasa besok 20 Agustus 2019 di M-Tix, @tix_id atau bisa juga langsung datang ke @cinema21 yaa. Yuk rasakan sensasi menonton film Indonesia pertama yang menggunakan tata suara Dolby Atmos. #Gundala
#NegeriIniButuhPatriot
#29Agustus2019"
"58",2019-08-21 08:16:01,"hikmatnurulF","Kepikiran, Sony narik Spider Man dari Marvel Cinematic Universe setelah ga lama pengumuman Jagad Sinema Bumi Langit.

Jadi ga sabar liat duet Gundala sama Spider Man! #SaveSpiderman"
"59",2019-08-21 08:15:55,"Jaaypoh","Bisa tar malem nonton gundala, mabok gue ga liat jadwalnya. Jelas tanggal 29 dasar boongnya si jep wkwk"
"60",2019-08-21 08:14:20,"FajarBlabla","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"61",2019-08-21 08:13:58,"hambaskincare","@BanyuSadewa Kok beda yak wkwkwk cabang jogja colabs sama gundala https://t.co/8KwUhvBasx"
"62",2019-08-21 08:13:57,"dyasprastiwi","Setelah dikerjakan dua tahun, 9 hari lagi Gundala tayang, teman-teman! https://t.co/vxzj76M0Mv"
"63",2019-08-21 08:13:50,"fathiazata","Premiere Gundala bareng Tivortiare?? hmm biar adil jangan nonton dua duanya di hari pertama wkwkqk"
"64",2019-08-21 08:13:37,"rzkayuu","So far masih X-Men: First Class. Semoga setelah 29 Agustus nanti Gundala. https://t.co/6eXCYD5Dub"
"65",2019-08-21 08:12:58,"seylaprtiwi","Inilah, judul, karakter, dan pemain film-film dalam JAGAT SINEMA BUMILANGIT JILID I. 
#BCU29Agustus 

Dimulai dari tahun ini dengan film GUNDALA. https://t.co/4pZGjYqcud"
"66",2019-08-21 08:13:21,"seylaprtiwi","I’m so hyped for Gundala awalnya karena yang main Abimana, tapi ngeliat dibikin kaya MCU gitu jadi makin excited karena keren bgt?! Yha semoga gak mengecewakan karena agak takut CGInya &amp; actingnya beberapa cast yg diumumin tp keren bgt konsepnya jujur."
"67",2019-08-20 13:43:03,"greg_ivan","@CenayangFilm @jokoanwar @gotixindonesia Kapan lagi Nonton Gundala
Daripada Hati Merana"
"68",2019-08-20 11:06:17,"greg_ivan","Terima kasih teman-teman yang udah beli tiket GUNDALA. Sebagian show di banyak kota udah rameeee.

Yang belum beli, segera beli yah. 

Nih buat yang udah beli, aku kasih hadiah wallpaper hi-res. 

https://t.co/QM10gSJfdD https://t.co/29CuyKc0ZI"
"69",2019-08-21 08:12:07,"greg_ivan","Kenalin. Ini Teddy di Gundala. 
Remember his name. Karena... https://t.co/LWpHj6flXX"
"70",2019-08-20 05:12:13,"greg_ivan","Bocoran scene dari Gundala yang 9 hari lagi akan tayang. Yuk segera dapatkan tiketnya mulai sekarang yaaa! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/SQ6vAlU4QT"
"71",2019-08-21 08:11:57,"Rhafista1","Another challenge,another journey..become a superhero is to realize the impossible thing, hello I'm VIRGO!<U+2764><U+FE0F><U+0001F64F><U+0001F3FB>  #NegeriIniButuhPatriot  #Gundala  #BCU29Agustus2019 https://t.co/P3TPffITL5"
"72",2019-08-21 08:11:51,"nabilhalims","Inilah, judul, karakter, dan pemain film-film dalam JAGAT SINEMA BUMILANGIT JILID I. 
#BCU29Agustus 

Dimulai dari tahun ini dengan film GUNDALA. https://t.co/4pZGjYqcud"
"73",2019-08-21 08:11:44,"InmaSimarmata","#gundala#janjijiwa https://t.co/EpKu6ckNt1"
"74",2019-08-21 08:10:31,"Nadhifadeyga","@CenayangFilm @gotixindonesia Ada gundala naik gondola
Cintanya dia makin menggila"
"75",2019-08-21 08:09:36,"Sahayunaaa","@BanyuSadewa Bagusan kemaren yang seri gundala nyu"
"76",2019-08-21 08:09:17,"azmiikkk","@patragumala @uusbiasaaja Gimana rasanya casting gundala?"
"77",2019-08-21 08:08:00,"bluetopazkitten","Pas terakhir ke CGV, sempet sangsi mau nonton Gundala atau nggak. Tapi omongannya Joe Taslim di twitter terngiang2 trs. Udah gitu aku jg pingin liat BCU universe tayang semua. Kan katanya kalo Gundala berhasil, series lainnya bakal digarap jg gitu."
"78",2019-08-21 08:08:34,"bluetopazkitten","Liat trailernya Gundala jg udh dpt gregetnya."
"79",2019-08-21 08:07:48,"risqayola","@itsgitssy Semoga gundala bukanlah sebuah watjana"
"80",2019-08-21 08:06:20,"ikhanurulh","@jokoanwar Kaos gundala bisa dibeli di mana?"
"81",2019-08-20 10:35:14,"ikhanurulh","@CenayangFilm @gotixindonesia Dari kampung bawa gembala
Mari dukung film Gundala"
"82",2019-08-20 10:35:29,"ikhanurulh","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"83",2019-08-21 08:05:58,"wijayarga_","we're ready for
#Gundala
@jokoanwar @bumilangitcom @cultureheroID #BCU29Agustus 
#BCU29Agustus2019 
#negeriinibutuhpatriot 
#jagoanindonesia
#29agustus2019 #cultureheroid https://t.co/xvM6CvWzOj"
"84",2019-08-21 08:03:27,"cmdr_hellstorm","@CFAHIMSELF Tunggu 8 hari lagi bro, baru direveal &amp; open order pas premiere Gundala sih."
"85",2019-08-20 05:09:08,"cmdr_hellstorm","Kalau negeri ini butuh patriot, sepertinya lemari display saya juga butuh Gundala! https://t.co/jzRncEDkdD"
"86",2019-08-20 11:04:29,"cmdr_hellstorm","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"87",2019-08-21 08:02:02,"yudhistiracalv1","@patragumala Apa alasan mas Joko Anwar milih Abimana sebagai Gundala?"
"88",2019-08-21 08:02:00,"adesofiarani","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"89",2019-08-21 08:01:49,"adesofiarani","@CenayangFilm @aisyahpmbd @gotixindonesia hari kamis nonton gundala
kalau kamu udah gamau aku bisa apa

#lohkokcurhat wkwk"
"90",2019-08-21 08:01:43,"salmonnsashimi","@CenayangFilm @gotixindonesia Ada buah semangka tapi kok rasanya pait

Aku pengen nonton Gundala tapi nga punya duit"
"91",2019-08-21 07:59:27,"salmonnsashimi","Giveaway voucher GoTix 1,5 JUTA buat 10 pemenang: @ 150 REBU  

Pertanyaanya: bikin pantun dua kalimat pake kata GUNDALA

Contoh: 
Hari Kamis nonton Gundala.
Usahaku dapetin kamu yaudahlah ya. 

Syarat menang: RT dan follow Twitter @gotixindonesia + IG CenayangFilm 

MULAI!!! https://t.co/YRGXXKeByJ"
"92",2019-08-21 03:46:19,"ShaniBudi","@jokoanwar Tribute ke pemeran Gundala live-action pertama, Teddy Purba?"
"93",2019-08-21 08:01:42,"ShaniBudi","So far masih X-Men: First Class. Semoga setelah 29 Agustus nanti Gundala. https://t.co/6eXCYD5Dub"
"94",2019-08-20 10:24:08,"ShaniBudi","Buku yang kanan itu cetakan pertama komik Gundala, tapi kalo lo penasaran mau baca, @bumilangitcom ngeluarin edisi remastered-nya, udah dijual di toko buku. https://t.co/RNH6uHvhl9"
"95",2019-08-20 04:17:20,"ShaniBudi","Kolaborasi saya &amp; @cultureheroID buat Licensed Official Merchandise @gundalaofficial sudah bisa dibeli ya di tokped/bukalapak/shopee &amp; website @cultureheroID.. Monggo #negeriinibutuhpatriot #gundala 

Harga :
Long Sleeve 160rb
Short Sleeve 140rb https://t.co/FjCukC1qQh"
"96",2019-08-20 16:59:16,"ShaniBudi","Sudah gue schedule, episode podcast #TheGeekNextDoor terbaru yang membahas tentang Gundala dan Jagat Sinema Bumilangit bersama @bapakranger dan Oyas Sujiwo akan dirilis jam 7 pagi besok tanggal 21/8/19. Durasinya satu jam dan (mungkin) akan menjawab banyak pertanyaan teman-teman. https://t.co/jIDcf6tfcc"
"97",2019-08-21 08:00:43,"DaffaFuture","Dapatkan poster Gundala kalau kamu beli tiket presale di loket langsung XXI ini yaaaa!!! Persediaan terbatas yaaa jadi serbu secepatnya sebelum habis! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/boPM90ZIvj"
"98",2019-08-20 04:57:19,"DaffaFuture","exactly what we are right now #Gundala #BCU29Agustus https://t.co/yiP5Gn5Hi2"
"99",2019-08-21 01:41:32,"gundalaofficial","8 Hari lagi menuju Gundala! Segera beli tiket kamu di M-tix, @tix_id, @cinema21, @cinemaxxtheater, atau @cgv_id. Yuk teman-teman beli presalenya agar dapat posisi yang paling bagus. #NegeriIniButuhPatriot #Gundala #JagoanIndonesia #29Agustus2019 #BCU29Agustus #GundalaDiBioskop https://t.co/Exta7ZRpyb"
"100",2019-08-20 12:46:36,"gundalaofficial","Kalau sebelumnya adalah antrian presale tiket di Empire Yogyakarta, ini adalah antrian presale tiket di loket XXI Summarecon Mall Bekasi teman-teman. #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/RSD4963ypr"
"101",2019-08-21 02:39:07,"gundalaofficial","Tangerang sudah menipis nih kursinya, yuk buruan beli tiket presalenya sebelum kehabisan teman-teman!!! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/SIKmcBoM9H"
"102",2019-08-20 12:44:18,"gundalaofficial","Ini lah antrian pembelian tiket langsung presale Gundala di Empire Yogyakarta. Yuk serbu tiket presale Gundala sekarang sebelum kehabisan! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/Qbga4fYLC4"
"103",2019-08-21 07:55:55,"gundalaofficial","Pengumuman #PinkHoodieGundala sudah tiba nih teman-teman. Terima kasih ya yang sudah ikut kuis #PinkHoodieGundala. Maaf hanya ada 30 orang yang terpilih ya teman-teman. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/qa34BPuUZ6"
"104",2019-08-21 04:15:43,"gundalaofficial","Jagad Sinema Bumilangit Jilid 1 sudah diluncurkan dan presale tiket Gundala juga sekarang sudah bisa dibeli. Saatnya sekarang penuhi bioskop-bioskop kesayanganmu! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/5TJFYf4xfw"
"105",2019-08-21 08:00:30,"gundalaofficial","Selamat yaaa kepada pemenang #PinkHoodieGundala. Jangan lupa dipakai ya saat nonton Gundala nanti, ditunggu update kalian nonton Gundala pakai #PinkHoodieGundala. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia"
"106",2019-08-20 04:52:24,"gundalaofficial","Bocoran scene dari Gundala yang 9 hari lagi akan tayang. Yuk segera dapatkan tiketnya mulai sekarang yaaa! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/SQ6vAlU4QT"
"107",2019-08-21 05:14:48,"gundalaofficial","Teman-teman, kemarin sudah liat dong potongan scene di film Gundala? Naahh yuk cari perbedaan dari potongan scene ini! Tulis jawaban teman-teman yaa. #NegeriIniButuhPatriotn #Gundala #JagoanIndonesia #29Agustus2019 https://t.co/dB6aaiNuiU"
"108",2019-08-21 07:59:13,"gundalaofficial","Selamat ya kepada teman-teman yang menang kuis #PinkHoodieGundala. @ET_Febrian @SandiDavid1986 @eka_neh @tipaa @madsimad @hannamariyam @zefanyachristy @bungadevin @timoraaa @angga_dm. #BCU29Agustus #Gundala #PinkHoodieGundala #NegeriIniButuhPatriot #BCU29Agustus2019 https://t.co/snEXizmxXs"
"109",2019-08-21 07:30:17,"gundalaofficial","Akan radio talkshow bersama cast Gundala @AbimanA_A @delladartyanR @tantaginting, stay tunee! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/8PBYSJvwef"
"110",2019-08-20 06:47:32,"gundalaofficial","Selamat buat yang udah dapet tiket, temen-temen yang lain jangan kehabisan yaa! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/6GVeTisoDT"
"111",2019-08-20 09:39:11,"gundalaofficial","Udah liat sedikit bocoran scene Gundala yang baru kan teman-teman? Nah sekarang yuk coba jawab di kolom komen, siapa sih nama kekasihnya Gundala? #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/YMgVrmtxKC"
"112",2019-08-20 12:44:51,"gundalaofficial","Temen-temen juga bisa dapetin poster Gundala saat pembelian tiket presale secara langsung di loket XXI. Tapi ingat, persediaan terbatas jadi jangan sampai kehabisan yaa! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia"
"113",2019-08-20 06:33:16,"gundalaofficial","Teman-teman serbu tiket Gundala sekarang juga sebelum kehabisan yaaa!!! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/DKdQpzgIU2"
"114",2019-08-20 07:58:19,"gundalaofficial","Teman-teman Semarang ayo yang belum kebagian serbu tiket sekarang yaaa!! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/Sn5wGBMvMn"
"115",2019-08-20 13:31:59,"gundalaofficial","Dapatkan poster Gundala kalau kamu beli tiket presale di loket langsung XXI ini yaaaa!!! Persediaan terbatas yaaa jadi serbu secepatnya sebelum habis! #BCU29Agustus #Gundala #NegeriIniButuhPatriot #BCU29Agustus2019 #JagoanIndonesia https://t.co/boPM90ZIvj"
"116",2019-08-20 10:38:46,"monstreza","Ada aku ada Kyla. Kamis depan nonton Gundala. 

@gotixindonesia https://t.co/ytQL9uYcAW"
"117",2019-08-21 08:00:07,"monstreza","So far masih X-Men: First Class. Semoga setelah 29 Agustus nanti Gundala. https://t.co/6eXCYD5Dub"
"118",2019-08-21 07:57:28,"ChenleEomma","Boleh lah nanti nonton Gundala, penasaran"
"119",2019-08-21 07:56:15,"ImperialKitche","Wah Imperial Kitchen kedatangan para pemain film Gundala yang disutradarai oleh @jokoanwar nih :D Siapa yang sudah tidak sabar menonton filmnya? Jangan lupa isi perut dulu di Imperial Kitchen nanti sebelum nonton… https://t.co/4Qu824y9z2"
"120",2019-08-21 07:55:29,"shyitposting","Inilah karakter dan para pemain Jagat Sinema Bumilangit Jilid I 
#BCU29AGUSTUS 

Gundala. @AbimanA_A https://t.co/ke87MHWdAb"
"121",2019-08-21 07:54:19,"shyitposting","Inilah, judul, karakter, dan pemain film-film dalam JAGAT SINEMA BUMILANGIT JILID I. 
#BCU29Agustus 

Dimulai dari tahun ini dengan film GUNDALA. https://t.co/4pZGjYqcud"
"122",2019-08-21 07:55:23,"shyitposting","Gundala kedua. https://t.co/j2rbT0xECo"
